mid_hex,mid_name,mid_name_tr,subsystem,tid_hex,test_name,test_name_tr,uasid,unit,formula,scale,offset,cid_hex,limit_type,hex_range
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x83,Low Sensor Voltage for Half Period Time Calculation,,0x0A,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x84,High Sensor Voltage for Half Period Time Calculation,,0x0A,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x85,O2 Sensor Rich to Lean Half Period Time,,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x86,O2 Sensor Lean to Rich Half Period Time,,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x87,Sum of O2 Sensor L/R and R/L Half Period Times,,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x88,3 Difference Between,,0x90,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x89,B1S1 WRAF Slow Response,,0x06,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x8E,Absolute Average Slope of the O2 Sensor Signal,,0xB1,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x8F,Instantaneous Positive Slope of the O2 Sensor Signal,,0xB1,,,1.0,0.0,,,
0x01,Exhaust Gas Sensor Monitor Bank 1 - Sensor 1,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 1 (Ön Lambda),Emisyon & Yakıt Karışım Geri Beslemesi,0x90,Instantaneous Negative Slope of the O2 Sensor Signal,,0xB1,,,1.0,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x01,Minimum Post-Cat Voltage Threshold,Minimum Kat-Sonrası Voltaj Eşiği,0x01,mV,raw * 0.1,0.1,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x02,Maximum Post-Cat Voltage Threshold,Maksimum Kat-Sonrası Voltaj Eşiği,0x01,mV,raw * 0.1,0.1,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x08,Oxygen Storage Capacity Switch Ratio,Oksijen Depolama Kapasitesi Geçiş Oranı,0x30,ratio,raw * 0.001,0.001,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x05,B1S2 rich-lean switch time in fuel cut-off,,0x20,,,1.0,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x8A,Post Catalyst Sensor Open Test,,0x24,,,1.0,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x8B,Post Catalyst Sensor Rich Test,,0x0A,,,1.0,0.0,,,
0x02,Exhaust Gas Sensor Monitor Bank 1 - Sensor 2,Egzoz Gazı O2 Sensör İzleme Sıra 1 - Sensör 2 (Katalizör Sonrası),Katalitik Konvertör Verimlilik Denetimi,0x8C,Post Catalyst Sensor Lean Test,,0x0A,,,1.0,0.0,,,
0x21,Catalyst Monitor Bank 1,Katalitik Konvertör İzleme Sıra 1,Egzoz Gazı Arıtma & Emisyon,0xA2,Catalyst Efficiency Conversion Ratio,Katalizör Dönüşüm Verim Oranı,0x30,ratio,raw * 0.001,0.001,0.0,,,
0x21,Catalyst Monitor Bank 1,Katalitik Konvertör İzleme Sıra 1,Egzoz Gazı Arıtma & Emisyon,0xA3,Catalyst Light-Off Temperature,Katalizör Tutuşma Çalışma Sıcaklığı,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x21,Catalyst Monitor Bank 1,Katalitik Konvertör İzleme Sıra 1,Egzoz Gazı Arıtma & Emisyon,0xA4,Oxygen Storage Capacity Index,Oksijen Depolama Kapasite İndeksi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0x21,Catalyst Monitor Bank 1,Katalitik Konvertör İzleme Sıra 1,Egzoz Gazı Arıtma & Emisyon,0xA0,Catalyst Test Bank 1 (using OSC normalized ratio units),,0x05,,,1.0,0.0,,,
0x21,Catalyst Monitor Bank 1,Katalitik Konvertör İzleme Sıra 1,Egzoz Gazı Arıtma & Emisyon,0xA1,Catalyst Test Bank 1 (using Catalyst DFCO Exit Test),,0x01,mV,raw * 0.1,0.1,0.0,,,
0x31,EGR Monitor Bank 1,EGR (Egzoz Gazı Devridaimi) İzleme Sıra 1,NOx Emisyon Kontrol & EGR Valfi,0x80,EGR Valve Flow Delta Pressure,EGR Valfi Akış Fark Basıncı,0x0C,kPa,raw * 0.01,0.01,0.0,,,
0x31,EGR Monitor Bank 1,EGR (Egzoz Gazı Devridaimi) İzleme Sıra 1,NOx Emisyon Kontrol & EGR Valfi,0x81,EGR Step Motor Commanded vs Actual Position Error,EGR Adım Motoru Hedef-Gerçek Konum Sapması,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0x31,EGR Monitor Bank 1,EGR (Egzoz Gazı Devridaimi) İzleme Sıra 1,NOx Emisyon Kontrol & EGR Valfi,0x82,EGR Gas Temperature Delta,EGR Gaz Sıcaklık Değişimi,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x31,EGR Monitor Bank 1,EGR (Egzoz Gazı Devridaimi) İzleme Sıra 1,NOx Emisyon Kontrol & EGR Valfi,0xA8,EGR Flow Decel Service Test,,0xFD,,,1.0,0.0,,,
0x31,EGR Monitor Bank 1,EGR (Egzoz Gazı Devridaimi) İzleme Sıra 1,NOx Emisyon Kontrol & EGR Valfi,0xA9,EGR Flow Quick Test,,0xFD,,,1.0,0.0,,,
0x35,VVT (Variable Valve Timing) Monitor Bank 1,Değişken Subap Zamanlaması (VVT/Vanos) Sıra 1,Eksantrik Mili Zamanlama & Solenoid,0x90,Camshaft Phase Angle Response Time,Eksantrik Faz Açısı Tepki Süresi,0x07,ms,raw * 1.0,1.0,0.0,,,
0x35,VVT (Variable Valve Timing) Monitor Bank 1,Değişken Subap Zamanlaması (VVT/Vanos) Sıra 1,Eksantrik Mili Zamanlama & Solenoid,0x91,Camshaft Steady State Angle Deviation,Eksantrik Kararlı Açı Sapma Toleransı,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0x39,EVAP Monitor (0.090 Inch Large Leak / Cap Off),EVAP Depo Havalandırma Büyük Kaçak Testi (Kapak Açık),Yakıt Buharı Kontrol Sistemi,0xB0,Vacuum Draw Rate During Purge,Hava Tahliyesi Esnasında Vakum Çekiş Hızı,0x0B,Pa,raw * 0.25,0.25,0.0,,,
0x39,EVAP Monitor (0.090 Inch Large Leak / Cap Off),EVAP Depo Havalandırma Büyük Kaçak Testi (Kapak Açık),Yakıt Buharı Kontrol Sistemi,0xB1,Vapor Pressure Sensor Baseline Offset,Buhar Basınç Sensörü Referans Sıfır Noktası,0x0B,Pa,raw * 0.25,0.25,0.0,,,
0x3A,EVAP Monitor (0.040 Inch Small Leak Detection),EVAP Küçük Kaçak Testi (0.040 inç Orifis),Yakıt Buharı Kontrol Sistemi,0xB2,Tank Vacuum Decay Rate,Depo Vakum Düşüş Hızı,0x0B,Pa,raw * 0.25,0.25,0.0,,,
0x3A,EVAP Monitor (0.040 Inch Small Leak Detection),EVAP Küçük Kaçak Testi (0.040 inç Orifis),Yakıt Buharı Kontrol Sistemi,0xB3,Canister Vent Solenoid Seal Integrity,Kömür Filtresi Tahliye Solenoidi Sızdırmazlığı,0x0B,Pa,raw * 0.25,0.25,0.0,,,
0x3A,EVAP Monitor (0.040 Inch Small Leak Detection),EVAP Küçük Kaçak Testi (0.040 inç Orifis),Yakıt Buharı Kontrol Sistemi,0xC0,EVPD Weak Vacuum Test scaled in liters,,0x31,,,1.0,0.0,,,
0x3A,EVAP Monitor (0.040 Inch Small Leak Detection),EVAP Küçük Kaçak Testi (0.040 inç Orifis),Yakıt Buharı Kontrol Sistemi,0xC1,EVPD Weak Vacuum Followup Test,,0x11,°C,raw * 1.0 - 40,1.0,-40.0,,,
0x3B,EVAP Monitor (0.020 Inch Very Small Leak),EVAP Çok Küçük Kaçak Testi (0.020 inç Hassas),Yakıt Buharı Kontrol Sistemi,0xB4,Natural Vacuum Leak Detection (NVLD) Switch Point,Doğal Vakum Kaçak Algılama Şalter Kapanma Eşiği,0x0B,Pa,raw * 0.25,0.25,0.0,,,
0x3B,EVAP Monitor (0.020 Inch Very Small Leak),EVAP Çok Küçük Kaçak Testi (0.020 inç Hassas),Yakıt Buharı Kontrol Sistemi,0xB5,EVAP Pump Current Draw,EVAP Kaçak Teşhis Pompası Akım Çekişi,0x04,mA,(raw - 128) * 0.01,0.01,-128.0,,,
0x3B,EVAP Monitor (0.020 Inch Very Small Leak),EVAP Çok Küçük Kaçak Testi (0.020 inç Hassas),Yakıt Buharı Kontrol Sistemi,0xC2,EVPD NV 0.040 Test - scaled in inches,,0x32,,,1.0,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xC1,VGT Vane Slew Rate Response,VGT Kanatçık Değişim Tepki Süresi,0x07,ms,raw * 1.0,1.0,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xC2,VGT Boost Pressure Overshoot Error,VGT Aşırı Besleme Basınç Aşımı Hatası,0x0C,kPa,raw * 0.01,0.01,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xC3,VGT Minimum Stop Learn Calibration,VGT Minimum Mekanik Dayanak Kalibrasyonu,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xE0,AIR - Bank 1 Test,,0x24,,,1.0,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xE1,AIR on - pressure error test,,0xFD,,,1.0,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xE2,AIR Valve shut - pressure error test,,0xFD,,,1.0,0.0,,,
0x71,Variable Geometry Turbocharger (VGT) Monitor,Değişken Geometrili Turbo (VGT) İzleme,Turboşarj Aşırı Besleme & Aktüatör,0xE3,AIR Pump off - pressure error test,,0xFD,,,1.0,0.0,,,
0x81,Engine Boost Pressure Control Monitor,Motor Aşırı Besleme / Turbo Basınç Kontrolü,Hava Emiş & Turbo Basıncı,0xC4,Boost Control Solenoid Duty Cycle Deviation,Wastegate / Turbo Solenoidi Doluluk Sapması,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0x81,Engine Boost Pressure Control Monitor,Motor Aşırı Besleme / Turbo Basınç Kontrolü,Hava Emiş & Turbo Basıncı,0xC5,Charge Air Cooler Temperature Differential,Intercooler Sıcaklık Düşüş Verimi,0x10,°C,raw * 0.1 - 40,0.1,-40.0,,,
0x84,Particulate Matter (PM / DPF) Filter Monitor,Dizel Partikül Filtresi (DPF) İzleme,Dizel Emisyon & Egzoz Filtresi,0xD1,DPF Differential Pressure Delta at Rated Flow,Anma Gaz Akışında DPF Fark Basıncı,0x0C,kPa,raw * 0.01,0.01,0.0,,,
0x84,Particulate Matter (PM / DPF) Filter Monitor,Dizel Partikül Filtresi (DPF) İzleme,Dizel Emisyon & Egzoz Filtresi,0xD2,DPF Regeneration Frequency Interval,Rejenerasyonlar Arası Çalışma Süresi,0x35,s,raw * 1.0,1.0,0.0,,,
0x84,Particulate Matter (PM / DPF) Filter Monitor,Dizel Partikül Filtresi (DPF) İzleme,Dizel Emisyon & Egzoz Filtresi,0xD3,Soot Mass Sensor Current Output,Kurum Sensörü Akım Çıkışı,0x04,mA,(raw - 128) * 0.01,0.01,-128.0,,,
0xA1,Misfire Monitor General Data,Genel Tekleme / Ateşleme Kaçırma İzleme Verisi,Ateşleme & Yanma Odası Sağlığı,0x81,Overall EWMA Misfire Count (10 Drives),Ağırlıklı Ortalama Toplam Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA1,Misfire Monitor General Data,Genel Tekleme / Ateşleme Kaçırma İzleme Verisi,Ateşleme & Yanma Odası Sağlığı,0x82,Total Misfire Counts Last 1000 Revolutions,Son 1.000 Motor Devrinde Toplam Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 1 EWMA Misfire Count,Silindir 1 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 1 Misfire Count (Last 1000 Revs),Silindir 1 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 1 Current Driving Cycle Misfires,Silindir 1 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 1 Crankshaft Acceleration Fluctuation,Silindir 1 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0B,4 EWMA (Exponentially Weighted Moving Average),,0x24,,,1.0,0.0,,,
0xA2,Misfire Cylinder 1 Monitor,Silindir 1 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0C,Misfire counts for the last / current driving cycles,,0x24,,,1.0,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 2 EWMA Misfire Count,Silindir 2 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 2 Misfire Count (Last 1000 Revs),Silindir 2 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 2 Current Driving Cycle Misfires,Silindir 2 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 2 Crankshaft Acceleration Fluctuation,Silindir 2 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0B,4 EWMA (Exponentially Weighted Moving Average),,0x24,,,1.0,0.0,,,
0xA3,Misfire Cylinder 2 Monitor,Silindir 2 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0C,Misfire counts for the last / current driving cycles,,0x24,,,1.0,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 3 EWMA Misfire Count,Silindir 3 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 3 Misfire Count (Last 1000 Revs),Silindir 3 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 3 Current Driving Cycle Misfires,Silindir 3 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 3 Crankshaft Acceleration Fluctuation,Silindir 3 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0B,4 EWMA (Exponentially Weighted Moving Average),,0x24,,,1.0,0.0,,,
0xA4,Misfire Cylinder 3 Monitor,Silindir 3 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0C,Misfire counts for the last / current driving cycles,,0x24,,,1.0,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 4 EWMA Misfire Count,Silindir 4 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 4 Misfire Count (Last 1000 Revs),Silindir 4 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 4 Current Driving Cycle Misfires,Silindir 4 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 4 Crankshaft Acceleration Fluctuation,Silindir 4 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0B,4 EWMA (Exponentially Weighted Moving Average),,0x24,,,1.0,0.0,,,
0xA5,Misfire Cylinder 4 Monitor,Silindir 4 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0C,Misfire counts for the last / current driving cycles,,0x24,,,1.0,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 5 EWMA Misfire Count,Silindir 5 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 5 Misfire Count (Last 1000 Revs),Silindir 5 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 5 Current Driving Cycle Misfires,Silindir 5 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 5 Crankshaft Acceleration Fluctuation,Silindir 5 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0B,4 EWMA (Exponentially Weighted Moving Average),,0x24,,,1.0,0.0,,,
0xA6,Misfire Cylinder 5 Monitor,Silindir 5 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x0C,Misfire counts for the last / current driving cycles,,0x24,,,1.0,0.0,,,
0xA7,Misfire Cylinder 6 Monitor,Silindir 6 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x81,Cylinder 6 EWMA Misfire Count,Silindir 6 Ortalama Tekleme Sayısı,0x22,counts,raw * 1,1.0,0.0,,,
0xA7,Misfire Cylinder 6 Monitor,Silindir 6 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x82,Cylinder 6 Misfire Count (Last 1000 Revs),Silindir 6 Son 1000 Devirdeki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA7,Misfire Cylinder 6 Monitor,Silindir 6 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x83,Cylinder 6 Current Driving Cycle Misfires,Silindir 6 Güncel Sürüşteki Tekleme,0x22,counts,raw * 1,1.0,0.0,,,
0xA7,Misfire Cylinder 6 Monitor,Silindir 6 Ateşleme Kaçırma / Tekleme İzleme,Yanma & Enjeksiyon Denge Denetimi,0x84,Cylinder 6 Crankshaft Acceleration Fluctuation,Silindir 6 Krank Mili İvmelenme Titreşimi,0x14,%,raw * (100 / 255),0.39215686274509803,0.0,,,
